ACCIDENT_NO,nearest_school,serious_or_fatal,hour,day_of_week,month,is_weekend,is_school_hours,speed_zone_num,is_high_speed_zone,road_geometry_code,no_of_vehicles,light_condition_code,is_dark,dist_to_gate_m,near_school_400m,walk_edges_200m,walk_length_200m,footpath_length_200m,footpath_pct_200m,road_count_200m,arterial_count_200m,arterial_pct_200m,avg_speed_200m,high_speed_road_200m,crossings_200m,signals_200m,crossing_density_200m,walk_edges_400m,walk_length_400m,footpath_length_400m,footpath_pct_400m,road_count_400m,arterial_count_400m,arterial_pct_400m,avg_speed_400m,high_speed_road_400m,crossings_400m,signals_400m,crossing_density_400m,walk_edges_800m,walk_length_800m,footpath_length_800m,footpath_pct_800m,road_count_800m,arterial_count_800m,arterial_pct_800m,avg_speed_800m,high_speed_road_800m,crossings_800m,signals_800m,crossing_density_800m
T20240014119,Preston HS,1,0,0,6,0,0,50,0,2,1,3,1,37835.2,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230030617,Preston HS,1,20,3,11,0,0,50,0,2,1,1,0,67851.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220005854,William Ruthven SC,0,20,1,2,0,0,100,1,5,1,9,1,228249.6,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230000413,Reservoir HS,1,9,5,1,1,0,60,1,2,2,1,0,86065.9,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20250003570,William Ruthven SC,1,15,0,2,0,1,80,1,2,2,1,0,8646.3,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20210000500,Preston HS,1,17,4,1,0,1,50,0,2,2,1,0,18237.9,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220007519,William Ruthven SC,0,11,6,4,1,0,100,1,5,2,1,0,122391.1,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20220017706,William Ruthven SC,0,13,6,7,1,0,60,1,5,1,1,0,117652.4,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20250006221,Preston HS,0,8,4,3,0,1,60,1,1,2,1,0,5411.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230005709,William Ruthven SC,1,17,3,3,0,1,50,0,5,1,1,0,174413.3,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20220012641,Reservoir HS,0,15,4,6,0,1,40,0,1,2,1,0,85806.1,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20220010195,Preston HS,0,6,4,5,0,0,60,1,5,2,3,1,7528.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250012502,Preston HS,1,15,5,5,1,0,60,1,2,2,1,0,38309.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250020582,Reservoir HS,1,11,0,8,0,0,100,1,5,1,1,0,238401.5,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20230005751,Preston HS,0,9,4,3,0,1,80,1,2,2,1,0,73741.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230015859,Reservoir HS,0,13,5,7,1,0,40,0,5,1,1,0,6912.7,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20240000732,Reservoir HS,0,12,3,1,0,0,100,1,5,1,1,0,161123.9,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20230011109,Preston HS,0,8,4,5,0,1,60,1,5,1,1,0,17072.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250009235,William Ruthven SC,0,0,6,4,1,0,60,1,1,1,3,1,121798.7,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230007554,Preston HS,0,12,2,3,0,0,60,1,5,2,1,0,5215.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210020417,Preston HS,1,15,2,10,0,1,70,1,2,2,1,0,38606.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250008848,William Ruthven SC,1,6,2,4,0,0,60,1,1,1,1,0,146222.2,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230029220,Preston HS,1,14,6,12,1,0,50,0,4,2,1,0,16544.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220006468,Reservoir HS,0,6,1,3,0,0,999,1,2,2,2,1,19584.9,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20250009311,Preston HS,1,15,6,4,1,0,50,0,1,2,1,0,79812.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220010631,Preston HS,0,20,6,5,1,0,70,1,1,2,3,1,17196.4,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230026896,Reservoir HS,0,14,3,11,0,1,50,0,5,1,1,0,135225.3,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20240011396,Preston HS,1,15,6,5,1,0,40,0,2,2,1,0,14583.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250015599,Preston HS,0,8,1,6,0,1,60,1,1,1,1,0,32503.2,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220014777,Reservoir HS,0,19,4,7,0,0,777,1,1,1,3,1,438.5,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20210017443,Preston HS,1,23,3,8,0,0,60,1,1,2,3,1,15827.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250010785,William Ruthven SC,1,12,4,4,0,0,80,1,5,1,1,0,107415.7,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20220024326,William Ruthven SC,1,12,2,10,0,0,999,1,5,1,1,0,66865.8,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20240000692,William Ruthven SC,0,16,2,1,0,1,60,1,1,2,1,0,101366.0,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20240030822,Preston HS,0,19,1,11,0,0,40,0,1,2,1,0,18309.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230002745,Preston HS,0,18,4,2,0,0,60,1,2,1,1,0,31721.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220003745,Preston HS,0,20,1,11,0,0,999,1,5,1,2,1,11801.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240031423,Preston HS,0,23,5,12,1,0,40,0,1,2,3,1,10730.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250017924,Preston HS,0,8,3,6,0,1,40,0,2,2,1,0,9026.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250020652,Preston HS,0,12,0,8,0,0,50,0,5,2,1,0,88595.3,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250009072,William Ruthven SC,0,9,4,4,0,1,50,0,5,2,1,0,174529.6,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20220024652,Preston HS,1,12,2,11,0,0,80,1,5,2,1,0,17961.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230020465,Reservoir HS,0,15,4,9,0,1,777,1,1,1,1,0,4857.0,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20230016095,Preston HS,1,19,1,7,0,0,60,1,5,1,3,1,10579.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220000505,Preston HS,0,15,6,1,1,0,999,1,1,2,1,0,27291.3,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210008095,Preston HS,1,6,6,4,1,0,40,0,1,2,2,1,11840.3,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230026354,Preston HS,0,15,2,11,0,1,777,1,5,2,1,0,19243.2,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250022670,Reservoir HS,0,13,6,8,1,0,999,1,5,1,9,1,94305.7,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20220007481,Preston HS,1,20,6,4,1,0,30,0,5,2,3,1,3094.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230006963,Preston HS,0,12,5,3,1,0,100,1,5,1,1,0,211859.4,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240025302,Preston HS,0,18,5,10,1,0,40,0,1,1,2,1,8781.9,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210012069,Preston HS,0,18,2,5,0,0,40,0,5,2,3,1,8282.2,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220024941,Preston HS,0,14,5,11,1,0,40,0,2,1,1,0,69918.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240011199,Preston HS,0,7,4,5,0,1,999,1,5,2,1,0,3598.4,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230000795,Preston HS,1,21,6,1,1,0,60,1,5,2,9,1,70932.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220027953,Preston HS,1,16,2,12,0,1,100,1,5,1,1,0,183833.4,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250003166,Preston HS,1,12,3,2,0,0,888,1,5,1,1,0,211412.2,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210007877,Preston HS,1,15,3,4,0,1,777,1,5,1,1,0,10820.4,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240014564,William Ruthven SC,0,17,4,6,0,1,60,1,1,2,1,0,10659.5,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20220009921,Preston HS,0,13,5,4,1,0,60,1,2,1,1,0,7292.6,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220022771,Preston HS,0,10,3,10,0,0,60,1,2,2,1,0,231579.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230013275,William Ruthven SC,0,17,2,6,0,1,60,1,5,1,2,1,17703.0,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20250002772,Preston HS,0,8,6,2,1,0,80,1,5,2,1,0,25742.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210024893,William Ruthven SC,1,15,6,12,1,0,80,1,5,2,1,0,105824.8,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230028481,Preston HS,0,11,5,12,1,0,60,1,2,2,1,0,5859.5,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210017209,Preston HS,0,10,0,8,0,0,50,0,5,1,1,0,116929.4,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230014237,William Ruthven SC,0,16,1,4,0,1,100,1,2,1,1,0,209939.2,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230012976,Preston HS,0,12,4,6,0,0,999,1,5,2,9,1,24192.9,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210005087,Preston HS,0,13,0,3,0,0,40,0,1,2,1,0,8787.6,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250009609,Reservoir HS,1,18,2,4,0,0,60,1,5,2,2,1,19069.7,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20250016120,Preston HS,0,18,0,6,0,0,40,0,2,1,2,1,9697.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220017526,Preston HS,1,18,4,8,0,0,60,1,2,1,3,1,33869.6,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230005881,William Ruthven SC,1,15,5,3,1,0,100,1,5,1,1,0,246320.4,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20240031898,Preston HS,1,15,3,12,0,1,60,1,2,2,1,0,5203.5,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220017207,Preston HS,0,18,0,8,0,0,999,1,2,2,3,1,13242.2,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240005772,Reservoir HS,1,7,3,3,0,1,60,1,1,2,1,0,3849.5,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20220007567,Preston HS,0,22,0,4,0,0,60,1,1,2,3,1,7429.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220001202,William Ruthven SC,0,13,0,1,0,0,60,1,1,2,1,0,188348.8,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20240003350,Preston HS,1,15,5,2,1,0,100,1,5,2,1,0,56040.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220022197,Preston HS,0,21,6,10,1,0,50,0,1,1,5,1,46535.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240005887,Preston HS,0,12,3,3,0,0,40,0,1,2,1,0,7539.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220005239,Reservoir HS,1,16,1,3,0,1,60,1,5,2,1,0,15967.1,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20220012813,Preston HS,1,16,0,6,0,1,60,1,2,2,1,0,8329.6,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220002130,Reservoir HS,0,12,1,1,0,0,888,1,5,1,1,0,101507.9,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
