ACCIDENT_NO,nearest_school,serious_or_fatal,hour,day_of_week,month,is_weekend,is_school_hours,speed_zone_num,is_high_speed_zone,road_geometry_code,no_of_vehicles,light_condition_code,is_dark,dist_to_gate_m,near_school_400m,walk_edges_200m,walk_length_200m,footpath_length_200m,footpath_pct_200m,road_count_200m,arterial_count_200m,arterial_pct_200m,avg_speed_200m,high_speed_road_200m,crossings_200m,signals_200m,crossing_density_200m,walk_edges_400m,walk_length_400m,footpath_length_400m,footpath_pct_400m,road_count_400m,arterial_count_400m,arterial_pct_400m,avg_speed_400m,high_speed_road_400m,crossings_400m,signals_400m,crossing_density_400m,walk_edges_800m,walk_length_800m,footpath_length_800m,footpath_pct_800m,road_count_800m,arterial_count_800m,arterial_pct_800m,avg_speed_800m,high_speed_road_800m,crossings_800m,signals_800m,crossing_density_800m
T20240001485,Preston HS,0,7,3,1,0,1,40,0,5,1,1,0,4624.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220002700,Preston HS,0,23,2,7,0,0,80,1,1,1,5,1,221700.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230029419,Preston HS,0,18,1,12,0,0,80,1,2,2,1,0,16786.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220002232,Preston HS,0,8,2,2,0,1,50,0,1,2,1,0,24929.6,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210005536,Preston HS,0,20,4,3,0,0,60,1,2,2,5,1,8224.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230002698,William Ruthven SC,1,7,4,2,0,1,50,0,5,2,1,0,7858.7,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20240016754,Reservoir HS,1,17,1,7,0,1,60,1,5,3,2,1,43445.0,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20210010736,William Ruthven SC,0,6,0,5,0,0,100,1,2,1,2,1,53861.4,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20250021379,Preston HS,0,20,1,8,0,0,40,0,2,2,3,1,1300.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240031578,Preston HS,0,18,0,12,0,0,50,0,2,2,1,0,44312.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240017115,Reservoir HS,1,21,5,7,1,0,60,1,1,1,3,1,17828.2,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20210000785,Reservoir HS,0,12,6,1,1,0,80,1,5,2,1,0,74637.3,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20240019455,Preston HS,1,15,3,8,0,1,60,1,1,1,1,0,13862.6,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240002880,William Ruthven SC,0,19,0,1,0,0,100,1,5,1,1,0,152495.6,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20210000501,Preston HS,0,15,4,1,0,1,60,1,2,2,1,0,9423.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240005570,Preston HS,0,6,0,2,0,0,80,1,5,2,2,1,51026.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230004197,Preston HS,0,6,4,2,0,0,50,0,1,2,1,0,12935.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230023395,William Ruthven SC,0,14,0,9,0,1,60,1,2,2,1,0,148800.6,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20240000169,Preston HS,1,17,1,1,0,1,50,0,1,2,2,1,53414.6,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220027968,Preston HS,1,14,4,12,0,1,40,0,2,1,1,0,8586.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220008306,Preston HS,0,17,1,4,0,1,50,0,1,2,1,0,7816.6,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220009778,William Ruthven SC,1,14,6,5,1,0,999,1,5,1,1,0,139086.4,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230014233,Preston HS,0,10,3,6,0,0,999,1,5,1,1,0,4358.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210015460,Preston HS,1,10,6,7,1,0,90,1,1,1,1,0,45226.2,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250006383,Preston HS,1,1,6,3,1,0,40,0,1,2,3,1,8285.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220027286,William Ruthven SC,0,7,4,12,0,1,100,1,5,2,1,0,39838.0,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20220002304,William Ruthven SC,1,12,3,2,0,0,100,1,5,1,1,0,273896.1,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20250020553,Preston HS,0,15,2,7,0,1,777,1,5,1,1,0,54489.4,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220013347,Preston HS,0,19,6,6,1,0,50,0,5,2,3,1,5541.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240003477,William Ruthven SC,1,10,5,2,1,0,50,0,1,2,1,0,175833.4,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20250015575,Reservoir HS,1,7,2,6,0,1,60,1,5,1,2,1,3685.5,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20210020150,William Ruthven SC,0,9,6,9,1,0,80,1,5,1,1,0,72831.8,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230028579,Reservoir HS,0,9,6,9,1,0,888,1,5,1,1,0,112587.1,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20210022644,Preston HS,0,8,1,11,0,1,70,1,2,2,1,0,17672.9,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220000448,William Ruthven SC,1,10,5,1,1,0,60,1,5,2,1,0,122941.9,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230002834,Preston HS,1,6,6,2,1,0,40,0,1,2,2,1,8862.5,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220000257,William Ruthven SC,0,8,2,1,0,1,50,0,5,1,1,0,8304.8,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20210000769,Preston HS,1,15,1,1,0,1,60,1,2,1,1,0,70524.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240014813,William Ruthven SC,1,21,0,6,0,0,60,1,5,1,3,1,24718.4,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20250006405,William Ruthven SC,1,9,6,3,1,0,100,1,5,2,1,0,70784.5,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230022028,Preston HS,1,5,0,6,0,0,999,1,1,1,9,1,8632.9,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240000535,Preston HS,1,12,3,5,0,0,50,0,5,1,1,0,12692.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210003044,William Ruthven SC,1,6,2,2,0,0,80,1,1,2,1,0,6739.1,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20220028135,Preston HS,0,11,6,12,1,0,777,1,5,1,1,0,3673.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230023590,Preston HS,0,11,6,10,1,0,60,1,1,2,1,0,2891.3,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250018351,Preston HS,0,14,0,7,0,1,60,1,5,2,1,0,14665.9,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210010182,William Ruthven SC,0,16,3,5,0,1,50,0,2,2,1,0,134125.4,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230028646,Preston HS,1,20,0,12,0,0,60,1,5,2,3,1,14146.2,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240022365,Preston HS,1,16,6,9,1,0,999,1,5,1,1,0,11726.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250000956,William Ruthven SC,1,22,6,1,1,0,100,1,2,1,5,1,306414.5,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20210022764,Preston HS,1,15,2,11,0,1,60,1,1,1,1,0,29588.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240011076,Preston HS,1,14,3,5,0,1,50,0,1,1,1,0,10481.9,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250003963,Preston HS,1,19,0,2,0,0,999,1,5,3,1,0,7043.5,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210005361,Preston HS,1,20,5,3,1,0,60,1,1,2,3,1,73987.6,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240001608,William Ruthven SC,0,17,1,11,0,1,60,1,5,1,1,0,239312.0,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20250007345,Preston HS,0,18,0,3,0,0,40,0,1,2,1,0,4243.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250008774,William Ruthven SC,1,12,1,4,0,0,80,1,5,1,1,0,179271.5,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230029348,Preston HS,1,18,0,12,0,0,100,1,5,2,1,0,39033.6,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210005254,Preston HS,0,6,2,3,0,0,60,1,1,1,2,1,19682.5,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250009773,Reservoir HS,0,16,3,4,0,1,40,0,1,1,1,0,4857.0,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20220022984,Preston HS,1,15,2,10,0,1,40,0,5,2,1,0,17278.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210003151,Preston HS,1,9,2,2,0,1,40,0,1,1,1,0,11836.5,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220009839,Preston HS,0,17,0,5,0,1,40,0,1,1,1,0,12330.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230025651,Preston HS,1,16,3,11,0,1,50,0,1,2,1,0,140596.9,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210017424,William Ruthven SC,0,15,3,8,0,1,999,1,5,1,9,1,364416.1,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230023579,Preston HS,0,16,0,10,0,1,40,0,5,2,1,0,629.1,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240019737,Preston HS,0,16,3,7,0,1,60,1,5,2,1,0,18452.9,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220010547,Preston HS,0,15,1,5,0,1,60,1,5,1,1,0,10899.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250006500,Preston HS,1,18,6,3,1,0,50,0,5,1,2,1,77953.4,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210013707,Preston HS,0,18,3,6,0,0,999,1,2,2,9,1,7390.4,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20240020343,William Ruthven SC,1,20,5,8,1,0,50,0,5,1,5,1,10553.4,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20220007590,Preston HS,1,10,1,4,0,0,50,0,5,1,1,0,15321.0,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20230028684,Preston HS,1,8,1,12,0,1,50,0,1,2,1,0,29970.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250005833,Preston HS,1,8,1,3,0,1,40,0,2,2,1,0,4135.5,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210024880,William Ruthven SC,1,5,0,12,0,0,100,1,5,1,2,1,31027.7,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20210002843,William Ruthven SC,0,12,6,2,1,0,100,1,5,1,1,0,211025.8,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20230016336,Preston HS,0,18,1,7,0,0,50,0,2,1,4,1,13587.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220000603,William Ruthven SC,1,15,4,1,0,1,60,1,2,1,1,0,132583.2,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20250014801,Preston HS,1,17,0,6,0,1,60,1,2,2,3,1,14302.3,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250011703,Reservoir HS,1,13,4,5,0,0,888,1,2,1,1,0,88744.6,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
T20250014946,Preston HS,0,11,2,6,0,0,40,0,1,2,1,0,11733.2,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20220005116,William Ruthven SC,1,8,0,3,0,1,100,1,5,2,1,0,201545.0,0,120,3395.7,1896.7,55.86,12,0,0.0,,,11,,3.24,788,35787.7,18178.5,50.8,133,20,15.04,70.0,16,60,3,1.68,3116,146195.4,79077.2,54.09,527,67,12.71,65.2,58,201,13,1.37
T20210015127,Preston HS,0,16,4,7,0,1,50,0,2,2,1,0,10771.8,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20250011574,Preston HS,0,13,6,4,1,0,50,0,1,2,1,0,5143.7,0,276,9584.3,4862.6,50.73,18,6,33.33,55.0,6.0,18,,1.88,1346,56159.2,28387.1,50.55,142,45,31.69,42.3,23,84,7,1.5,5622,231825.2,129443.2,55.84,621,202,32.53,46.3,106,425,27,1.83
T20210012997,Reservoir HS,1,15,5,6,1,0,100,1,5,2,1,0,155790.2,0,318,8036.7,4711.7,58.63,12,7,58.33,60.0,5.0,13,5.0,1.62,716,29836.7,16597.8,55.63,51,18,35.29,60.0,10,34,12,1.14,2860,153257.5,92626.4,60.44,378,91,24.07,58.0,55,192,23,1.25
